User ID: 5110418380, Message: စာမေးပွဲလတွေကဘယ်လတွေလဲ
User ID: 5110418380, Message: မင်္ဂလာပါ
User ID: 5110418380, Message: စာမေးပွဲလတွေကဘယ်လတွေလဲ
User ID: 5110418380, Message: ကျောင်းအဆောင်လျှောက်ဖို့ဘာတွေလိုလဲ
User ID: 5110418380, Message: ကျောင်းစာကြည့်တိုက်ရှိလား
User ID: 5110418380, Message: စာကြည့်တိုက်က စာအုပ်တွေစုံလား
User ID: 5110418380, Message: ကျေးဇူးတင်ပါတယ်
User ID: 1958306303, Message: IT မေဂျာမှာ ဘယ်ဘာသာရပ်တွေ သင်တာလည်းရှင့်, Predicted Intent: Information Technology
User ID: 1898228781, Message: အောင်စာရင်း, Predicted Intent: total_marks
User ID: 1648760849, Message: ITကဘာလဲ, Predicted Intent: Information Technology
User ID: 1898228781, Message: IT အောင်စာရင်း, Predicted Intent: Information Technology
User ID: 1648760849, Message: SoftwareEngineering ဆိုတာဘာလဲ, Predicted Intent: about
User ID: 1831041903, Message: ​မေဂျာ​တွေက အမှတ်ဘယ်​လောက်လဲ, Predicted Intent: total_marks
User ID: 1813887004, Message: Hi, Predicted Intent: greeting
User ID: 1958306303, Message: ကျောင်းလိပ်စာလေး သိချင်ပါတယ်, Predicted Intent: goodbye
User ID: 1740392554, Message: ကျောင်းလိပ်စာ ပြောပြပါ, Predicted Intent: greeting
User ID: 1831041903, Message: civilကဘာလဲ, Predicted Intent: Civil
User ID: 1898228781, Message: မုန့်, Predicted Intent: greeting
User ID: 1831041903, Message: ITက​ရောဘာလဲ, Predicted Intent: Information Technology
User ID: 1898228781, Message: ကျောင်းသား, Predicted Intent: greeting
User ID: 5298656763, Message: Canteen, Predicted Intent: greeting
User ID: 1813887004, Message: ပထမနှစ်ဝင်ခွင့်, Predicted Intent: goodbye
User ID: 1831041903, Message: Biotech​ရောရှိလား, Predicted Intent: noanswer
User ID: 1898228781, Message: Embedded, Predicted Intent: greeting
User ID: 1831041903, Message: ITကဘာသာရပ်​တွေကဘာလဲ, Predicted Intent: Information Technology
User ID: 5298656763, Message: ကန်တင်း, Predicted Intent: canteen
User ID: 1831041903, Message: ဘယ်​မေဂျာကအ​ကောင်းဆုံးလည်း, Predicted Intent: major
User ID: 1831041903, Message: ​ကျောင်းမှာ ဘာပွဲ​တွေရှိလည်း, Predicted Intent: activity
User ID: 1898228781, Message: hostel, Predicted Intent: greeting
User ID: 1813887004, Message: 1st yr, Predicted Intent: greeting
User ID: 1831041903, Message: TUMက​ပျော်စရာ​ကောင်းလား, Predicted Intent: canteen
User ID: 1898228781, Message: Hostel, Predicted Intent: greeting
User ID: 1813887004, Message: ပထမနှစ်ဝင်ခွင့်, Predicted Intent: goodbye
User ID: 1898228781, Message: Hostel နဲ့ပတ်သတ်တဲ့ အချက်, Predicted Intent: thanks
User ID: 1898228781, Message: ကျောင်းအကြောင်းပြောပြပါ, Predicted Intent: about
User ID: 1831041903, Message: BotTUMအ​ကြောင်း, Predicted Intent: statue
User ID: 1813887004, Message: အမှတ်စာရင်း, Predicted Intent: total_marks
User ID: 1898228781, Message: ကျောင်းအကြောင်းပြောပြပါ, Predicted Intent: about
User ID: 1898228781, Message: ကျောင်းအကြောင်းပြောပြပါ, Predicted Intent: about
User ID: 1831041903, Message: BotTUMအ​ကြောင်း​ပြောပြပါ, Predicted Intent: about
User ID: 1898228781, Message: ကျောင်းအကြောင်းပြောပြပါ, Predicted Intent: about
User ID: 5110418380, Message: ကျောင်းလိပ်စာကိုပြောပြပါ, Predicted Intent: address
User ID: 1898228781, Message: ကျောင်းဘယ်နှခုနှစ်မှာ စတင်တည်ထောင်, Predicted Intent: about
User ID: 1958306303, Message: ကျောင်းလိပ်စာလေး သိချင်ပါတယ်, Predicted Intent: goodbye
User ID: 5298656763, Message: အမှတ်စာရင်း, Predicted Intent: total_marks
User ID: 1958306303, Message: ကျောင်းလိပ်စာလေးသိချင်ပါတယ်, Predicted Intent: goodbye
User ID: 1898228781, Message: ဦးရွှေအိုး, Predicted Intent: greeting
User ID: 1898228781, Message: ဦးရွှေအိုး, Predicted Intent: greeting
User ID: 5298656763, Message: လူကြိုက်အများဆုံးမေဂျာ, Predicted Intent: major
User ID: 1831041903, Message: yearတစ်ခုကိုဘယ်​လောက်ကြာလဲ, Predicted Intent: exam
User ID: 1737409749, Message: အဲ့​​ကျောင်းက ဘာတွေ သင်​ပေးမှာလဲ, Predicted Intent: major
User ID: 1831041903, Message: စ​ကောလားရှစ်ရှိလား, Predicted Intent: scholarship
User ID: 1831041903, Message: ​ကျောင်း​ပြောင်း, Predicted Intent: about
User ID: 1737409749, Message: အိုင်တီ​မေဂျာက ဘာ​တွေ သင်​ပေးမှာလဲ, Predicted Intent: major
User ID: 1831041903, Message: ​ပေါ်ပြူလာအဖြစ်ဆုံး​မေဂျာ, Predicted Intent: major
User ID: 5110418380, Message: ကျောင်းလိပ်စာ ပြောပြပ, Predicted Intent: greeting
User ID: 5110418380, Message: ကျောင်းလိပ်စာ ပြောပြပါ, Predicted Intent: greeting
User ID: 5110418380, Message: ကျောင်းလိပ်စာကိုပြောပြပါ, Predicted Intent: address
User ID: 5110418380, Message: ကျောင်းလိပ်စာပြောပြပါ, Predicted Intent: greeting
User ID: 5110418380, Message: ကျောင်းလိပ်စာပြောပြပါ, Predicted Intent: greeting
